order_id,customer_id,order_date,total_amount,order_status
261,361,2024-09-17,436.69,Pending
262,362,2024-09-18,228.51,Pending
263,363,2024-09-19,218.04,Pending
264,364,2024-09-20,3.82,Completed
265,365,2024-09-21,338.23,Completed
266,366,2024-09-22,55.48,Completed
267,367,2024-09-23,378.07,Completed
268,368,2024-09-24,139.35,Completed
269,369,2024-09-25,314.72,Completed
270,370,2024-09-26,148.5,Completed
271,371,2024-09-27,189.35,Completed
272,372,2024-09-28,179.57,Pending
273,373,2024-09-29,106.05,Completed
274,374,2024-09-30,170.69,Completed
275,375,2024-10-01,-13.69,Cancelled
276,376,2024-10-02,168.23,Completed
277,377,2024-10-03,209.95,Completed
278,378,2024-10-04,226.39,Completed
279,379,2024-10-05,81.76,Pending
280,380,2024-10-06,471.86,Completed
281,381,2024-10-07,8.57,Completed
282,382,2024-10-08,13.16,Completed
283,383,2024-10-09,-37.63,Cancelled
284,384,2024-10-10,363.55,Completed
285,385,2024-10-11,-9.24,Cancelled
286,386,2024-10-12,360.93,Completed
287,387,2024-10-13,341.06,Completed
288,388,2024-10-14,469.92,Pending
289,389,2024-10-15,238.01,Completed
290,390,2024-10-16,35.12,Pending
291,391,2024-10-17,107.98,Completed
292,392,2024-10-18,122.41,Completed
293,393,2024-10-19,485.53,Completed
294,394,2024-10-20,473.08,Completed
295,395,2024-10-21,147.01,Pending
296,396,2024-10-22,296.68,Completed
297,397,2024-10-23,196.37,Completed
298,398,2024-10-24,445.2,Pending
299,399,2024-10-25,193.35,Completed
300,400,2024-10-26,442.21,Pending
301,401,2024-10-27,351.65,Completed
302,402,2024-10-28,424.85,Pending
303,403,2024-10-29,168.79,Completed
304,404,2024-10-30,142.83,Pending
305,405,2024-10-31,278.6,Pending
306,406,2024-11-01,446.63,Pending
307,407,2024-11-02,386.71,Completed
308,408,2024-11-03,-24.69,Cancelled
309,409,2024-11-04,205.39,Pending
310,410,2024-11-05,177.77,Completed
311,411,2024-11-06,103.78,Completed
312,412,2024-11-07,371.11,Pending
313,413,2024-11-08,358.49,Completed
314,414,2024-11-09,122.99,Completed
315,415,2024-11-10,229.76,Completed
316,416,2024-11-11,316.37,Completed
317,417,2024-11-12,178.78,Completed
318,418,2024-11-13,144.08,Completed
319,419,2024-11-14,99.83,Completed
320,420,2024-11-15,433.48,Pending
321,421,2024-11-16,117.14,Pending
322,422,2024-11-17,117.07,Completed
323,423,2024-11-18,114.89,Completed
324,424,2024-11-19,408.26,Completed
325,425,2024-11-20,-17.85,Cancelled
326,426,2024-11-21,200.99,Completed
327,427,2024-11-22,289.41,Completed
328,428,2024-11-23,342.81,Pending
329,429,2024-11-24,352.59,Pending
330,430,2024-11-25,143.69,Pending
331,431,2024-11-26,302.08,Completed
332,432,2024-11-27,359.97,Pending
333,433,2024-11-28,411.28,Completed
334,434,2024-11-29,397.13,Completed
335,435,2024-11-30,217.12,Pending
336,436,2024-12-01,109.94,Completed
337,437,2024-12-02,392.63,Completed
338,438,2024-12-03,278.2,Pending
339,439,2024-12-04,406.0,Completed
340,440,2024-12-05,314.57,Completed
341,441,2024-12-06,221.68,Completed
342,442,2024-12-07,-5.05,Cancelled
343,443,2024-12-08,-36.35,Cancelled
344,444,2024-12-09,-0.22,Cancelled
345,445,2024-12-10,459.96,Completed
346,446,2024-12-11,323.32,Pending
347,447,2024-12-12,387.26,Completed
348,448,2024-12-13,397.98,Completed
349,449,2024-12-14,-38.11,Cancelled
350,450,2024-12-15,472.71,Pending
351,451,2024-12-16,258.87,Completed
352,452,2024-12-17,56.55,Completed
353,453,2024-12-18,389.13,Completed
354,454,2024-12-19,476.96,Completed
355,455,2024-12-20,414.58,Pending
356,456,2024-12-21,493.4,Completed
357,457,2024-12-22,435.36,Completed
358,458,2024-12-23,344.71,Pending
359,459,2024-12-24,116.83,Completed
360,460,2024-12-25,339.69,Completed
361,461,2024-12-26,94.43,Completed
362,462,2024-12-27,256.48,Completed
363,463,2024-12-28,359.9,Completed
364,464,2024-12-29,48.69,Completed
365,465,2024-12-30,222.85,Completed
366,466,2024-01-01,262.09,Pending
367,467,2024-01-02,26.85,Pending
368,468,2024-01-03,211.47,Pending
369,469,2024-01-04,466.17,Completed
370,470,2024-01-05,240.36,Pending
371,471,2024-01-06,231.72,Completed
372,472,2024-01-07,439.83,Completed
373,473,2024-01-08,367.21,Pending
374,474,2024-01-09,294.16,Completed
375,475,2024-01-10,217.52,Completed
376,476,2024-01-11,213.21,Completed
377,477,2024-01-12,249.31,Pending
378,478,2024-01-13,475.61,Completed
379,479,2024-01-14,61.41,Completed
380,480,2024-01-15,-24.29,Cancelled
381,481,2024-01-16,185.41,Completed
382,482,2024-01-17,250.08,Completed
383,483,2024-01-18,154.5,Completed
384,484,2024-01-19,185.24,Completed
385,485,2024-01-20,-37.32,Cancelled
386,486,2024-01-21,209.07,Pending
387,487,2024-01-22,-14.56,Cancelled
388,488,2024-01-23,-35.51,Cancelled
389,489,2024-01-24,178.21,Pending
390,490,2024-01-25,499.51,Completed
391,491,2024-01-26,355.88,Completed
392,492,2024-01-27,247.05,Completed
393,493,2024-01-28,63.32,Completed
394,494,2024-01-29,314.89,Completed
395,495,2024-01-30,434.35,Completed
396,496,2024-01-31,195.14,Pending
397,497,2024-02-01,203.57,Pending
398,498,2024-02-02,22.64,Pending
399,499,2024-02-03,122.63,Completed
400,500,2024-02-04,-32.79,Cancelled
401,501,2024-02-05,423.63,Completed
402,502,2024-02-06,271.21,Pending
403,503,2024-02-07,48.87,Completed
404,504,2024-02-08,30.81,Completed
405,505,2024-02-09,-35.11,Cancelled
406,506,2024-02-10,-26.44,Cancelled
407,507,2024-02-11,59.32,Completed
408,508,2024-02-12,40.69,Completed
409,509,2024-02-13,243.61,Completed
410,510,2024-02-14,454.18,Pending
411,511,2024-02-15,499.6,Completed
412,512,2024-02-16,70.34,Completed
413,513,2024-02-17,447.54,Completed
414,514,2024-02-18,487.41,Completed
415,515,2024-02-19,-36.36,Cancelled
416,516,2024-02-20,20.52,Completed
417,517,2024-02-21,-40.9,Cancelled
418,518,2024-02-22,224.5,Completed
419,519,2024-02-23,283.52,Completed
420,520,2024-02-24,18.81,Completed
421,521,2024-02-25,42.91,Completed
422,522,2024-02-26,392.18,Pending
423,523,2024-02-27,86.86,Completed
424,524,2024-02-28,480.33,Completed
425,525,2024-02-29,203.57,Completed
426,526,2024-03-01,253.7,Completed
427,527,2024-03-02,167.66,Completed
428,528,2024-03-03,463.86,Pending
429,529,2024-03-04,115.86,Completed
430,530,2024-03-05,81.3,Pending
431,531,2024-03-06,262.27,Completed
432,532,2024-03-07,471.05,Completed
433,533,2024-03-08,126.26,Pending
434,534,2024-03-09,363.07,Pending
435,535,2024-03-10,442.26,Pending
436,536,2024-03-11,365.37,Completed
437,537,2024-03-12,82.7,Pending
438,538,2024-03-13,269.03,Completed
439,539,2024-03-14,253.99,Pending
440,540,2024-03-15,253.65,Completed
441,541,2024-03-16,390.52,Pending
442,542,2024-03-17,122.04,Completed
443,543,2024-03-18,25.06,Completed
444,544,2024-03-19,264.57,Completed
445,545,2024-03-20,434.71,Completed
446,546,2024-03-21,61.33,Completed
447,547,2024-03-22,446.53,Completed
448,548,2024-03-23,407.66,Pending
449,549,2024-03-24,-2.38,Cancelled
450,550,2024-03-25,237.7,Pending
451,551,2024-03-26,71.56,Completed
452,552,2024-03-27,-47.34,Cancelled
453,553,2024-03-28,487.71,Pending
454,554,2024-03-29,128.81,Pending
455,555,2024-03-30,71.28,Completed
456,556,2024-03-31,457.79,Pending
457,557,2024-04-01,3.4,Completed
458,558,2024-04-02,174.85,Completed
459,559,2024-04-03,497.16,Pending
460,560,2024-04-04,277.6,Completed
461,561,2024-04-05,1.87,Completed
462,562,2024-04-06,196.16,Completed
463,563,2024-04-07,303.09,Completed
464,564,2024-04-08,102.28,Pending
465,565,2024-04-09,6.54,Completed
466,566,2024-04-10,292.61,Pending
467,567,2024-04-11,350.15,Completed
468,568,2024-04-12,-48.65,Cancelled
469,569,2024-04-13,5.85,Completed
470,570,2024-04-14,57.59,Completed
471,571,2024-04-15,274.0,Completed
472,572,2024-04-16,310.39,Completed
473,573,2024-04-17,216.09,Completed
474,574,2024-04-18,499.81,Completed
475,575,2024-04-19,308.55,Completed
476,576,2024-04-20,-12.46,Cancelled
477,577,2024-04-21,321.62,Completed
478,578,2024-04-22,176.53,Completed
479,579,2024-04-23,212.18,Completed
480,580,2024-04-24,123.21,Pending
481,581,2024-04-25,153.08,Completed
482,582,2024-04-26,281.05,Completed
483,583,2024-04-27,118.28,Completed
484,584,2024-04-28,209.55,Completed
485,585,2024-04-29,-40.96,Cancelled
486,586,2024-04-30,6.86,Completed
487,587,2024-05-01,70.26,Pending
488,588,2024-05-02,429.18,Pending
489,589,2024-05-03,184.95,Completed
490,590,2024-05-04,128.19,Completed
491,591,2024-05-05,152.76,Pending
492,592,2024-05-06,-12.41,Cancelled
493,593,2024-05-07,-48.61,Cancelled
494,594,2024-05-08,289.19,Completed
495,595,2024-05-09,236.64,Completed
496,596,2024-05-10,35.48,Pending
497,597,2024-05-11,454.46,Completed
498,598,2024-05-12,415.93,Completed
499,599,2024-05-13,17.47,Completed
500,600,2024-05-14,218.68,Pending
501,601,2024-05-15,446.86,Pending
502,602,2024-05-16,216.38,Completed
503,603,2024-05-17,143.2,Completed
504,604,2024-05-18,1.08,Completed
505,605,2024-05-19,302.82,Pending
506,606,2024-05-20,209.84,Pending
507,607,2024-05-21,166.05,Pending
508,608,2024-05-22,-38.91,Cancelled
509,609,2024-05-23,280.1,Completed
510,610,2024-05-24,410.87,Completed
511,611,2024-05-25,19.24,Completed
512,612,2024-05-26,326.31,Completed
513,613,2024-05-27,-23.9,Cancelled
514,614,2024-05-28,105.48,Completed
515,615,2024-05-29,42.81,Completed
516,616,2024-05-30,209.72,Completed
517,617,2024-05-31,-37.33,Cancelled
518,618,2024-06-01,-36.72,Cancelled
519,619,2024-06-02,336.97,Completed
520,620,2024-06-03,216.01,Pending
521,621,2024-06-04,249.46,Completed
522,622,2024-06-05,29.13,Completed
523,623,2024-06-06,43.54,Pending
524,624,2024-06-07,281.08,Completed
525,625,2024-06-08,-8.65,Cancelled
526,626,2024-06-09,198.64,Completed
527,627,2024-06-10,292.82,Completed
528,628,2024-06-11,71.19,Pending
529,629,2024-06-12,389.24,Completed
530,630,2024-06-13,328.11,Pending
531,631,2024-06-14,367.38,Completed
532,632,2024-06-15,91.68,Completed
533,633,2024-06-16,196.77,Pending
534,634,2024-06-17,17.88,Pending
535,635,2024-06-18,-37.93,Cancelled
536,636,2024-06-19,73.18,Completed
537,637,2024-06-20,324.03,Completed
538,638,2024-06-21,300.57,Completed
539,639,2024-06-22,130.83,Pending
540,640,2024-06-23,179.38,Completed
541,641,2024-06-24,434.2,Completed
542,642,2024-06-25,135.43,Completed
543,643,2024-06-26,353.51,Completed
544,644,2024-06-27,476.98,Completed
545,645,2024-06-28,8.21,Completed
546,646,2024-06-29,399.94,Completed
547,647,2024-06-30,189.57,Completed
548,648,2024-07-01,-43.08,Cancelled
549,649,2024-07-02,313.02,Pending
550,650,2024-07-03,159.42,Completed
551,651,2024-07-04,405.56,Completed
552,652,2024-07-05,184.96,Completed
553,653,2024-07-06,13.52,Completed
554,654,2024-07-07,208.22,Completed
555,655,2024-07-08,127.21,Completed
556,656,2024-07-09,455.08,Completed
557,657,2024-07-10,448.32,Completed
558,658,2024-07-11,180.89,Completed
559,659,2024-07-12,-39.61,Cancelled
560,660,2024-07-13,196.31,Completed
561,661,2024-07-14,267.69,Completed
562,662,2024-07-15,-44.01,Cancelled
563,663,2024-07-16,3.79,Pending
564,664,2024-07-17,-32.97,Cancelled
565,665,2024-07-18,146.66,Pending
566,666,2024-07-19,287.57,Pending
567,667,2024-07-20,169.85,Completed
568,668,2024-07-21,117.67,Completed
569,669,2024-07-22,15.02,Pending
570,670,2024-07-23,241.4,Completed
571,671,2024-07-24,108.56,Completed
572,672,2024-07-25,31.03,Completed
573,673,2024-07-26,376.98,Completed
574,674,2024-07-27,170.22,Completed
575,675,2024-07-28,-16.92,Cancelled
576,676,2024-07-29,141.23,Completed
577,677,2024-07-30,404.48,Completed
578,678,2024-07-31,166.68,Completed
579,679,2024-08-01,217.48,Completed
580,680,2024-08-02,135.31,Completed
581,681,2024-08-03,427.34,Completed
582,682,2024-08-04,390.64,Completed
583,683,2024-08-05,44.1,Completed
584,684,2024-08-06,-29.93,Cancelled
585,685,2024-08-07,257.39,Pending
586,686,2024-08-08,-20.8,Cancelled
587,687,2024-08-09,126.91,Completed
588,688,2024-08-10,323.86,Completed
589,689,2024-08-11,-28.41,Cancelled
590,690,2024-08-12,436.32,Completed
591,691,2024-08-13,481.63,Completed
592,692,2024-08-14,458.93,Completed
593,693,2024-08-15,33.65,Pending
594,694,2024-08-16,257.55,Completed
595,695,2024-08-17,33.61,Completed
596,696,2024-08-18,380.89,Completed
597,697,2024-08-19,-24.06,Cancelled
598,698,2024-08-20,391.69,Completed
599,699,2024-08-21,437.86,Completed
600,700,2024-08-22,121.26,Pending
601,701,2024-08-23,497.31,Pending
602,702,2024-08-24,187.93,Completed
603,703,2024-08-25,347.05,Completed
604,704,2024-08-26,480.46,Completed
605,705,2024-08-27,190.41,Completed
606,706,2024-08-28,353.42,Completed
607,707,2024-08-29,480.38,Pending
608,708,2024-08-30,352.64,Completed
609,709,2024-08-31,298.26,Pending
610,710,2024-09-01,387.96,Completed
611,711,2024-09-02,104.64,Completed
612,712,2024-09-03,50.55,Pending
613,713,2024-09-04,390.99,Completed
614,714,2024-09-05,164.76,Completed
615,715,2024-09-06,202.41,Completed
616,716,2024-09-07,139.13,Completed
617,717,2024-09-08,263.83,Completed
618,718,2024-09-09,168.93,Completed
619,719,2024-09-10,-33.6,Cancelled
620,720,2024-09-11,486.69,Pending
621,721,2024-09-12,310.09,Completed
622,722,2024-09-13,387.39,Completed
623,723,2024-09-14,63.46,Completed
624,724,2024-09-15,193.86,Completed
625,725,2024-09-16,54.52,Completed
626,726,2024-09-17,331.47,Completed
627,727,2024-09-18,411.57,Pending
628,728,2024-09-19,42.52,Completed
629,729,2024-09-20,131.95,Completed
630,730,2024-09-21,46.03,Pending
631,731,2024-09-22,320.97,Pending
632,732,2024-09-23,-25.76,Cancelled
633,733,2024-09-24,419.81,Completed
634,734,2024-09-25,459.18,Completed
635,735,2024-09-26,341.93,Pending
636,736,2024-09-27,346.82,Completed
637,737,2024-09-28,-38.38,Cancelled
638,738,2024-09-29,226.74,Pending
639,739,2024-09-30,498.0,Completed
640,740,2024-10-01,202.86,Completed
641,741,2024-10-02,348.95,Completed
642,742,2024-10-03,404.59,Pending
643,743,2024-10-04,203.99,Pending
644,744,2024-10-05,109.51,Completed
645,745,2024-10-06,8.29,Pending
646,746,2024-10-07,40.02,Pending
647,747,2024-10-08,496.36,Completed
648,748,2024-10-09,89.97,Completed
649,749,2024-10-10,173.7,Pending
650,750,2024-10-11,334.36,Completed
651,751,2024-10-12,457.39,Pending
652,752,2024-10-13,403.05,Pending
653,753,2024-10-14,290.92,Completed
654,754,2024-10-15,161.7,Completed
655,755,2024-10-16,87.03,Pending
656,756,2024-10-17,470.18,Pending
657,757,2024-10-18,223.56,Pending
658,758,2024-10-19,136.11,Completed
659,759,2024-10-20,15.82,Completed
660,760,2024-10-21,269.05,Completed
661,761,2024-10-22,293.07,Completed
662,762,2024-10-23,176.1,Completed
663,763,2024-10-24,491.9,Completed
664,764,2024-10-25,141.94,Completed
665,765,2024-10-26,247.79,Pending
666,766,2024-10-27,386.79,Completed
667,767,2024-10-28,155.66,Completed
668,768,2024-10-29,341.48,Pending
669,769,2024-10-30,21.22,Pending
670,770,2024-10-31,56.86,Completed
671,771,2024-11-01,241.47,Completed
672,772,2024-11-02,417.93,Completed
673,773,2024-11-03,429.53,Completed
674,774,2024-11-04,480.74,Completed
675,775,2024-11-05,74.43,Pending
676,776,2024-11-06,149.38,Pending
677,777,2024-11-07,-11.3,Cancelled
678,778,2024-11-08,76.8,Pending
679,779,2024-11-09,453.55,Completed
680,780,2024-11-10,332.07,Completed
681,781,2024-11-11,98.19,Completed
682,782,2024-11-12,49.51,Pending
683,783,2024-11-13,378.17,Completed
684,784,2024-11-14,399.84,Completed
685,785,2024-11-15,-11.32,Cancelled
686,786,2024-11-16,86.66,Pending
687,787,2024-11-17,335.84,Completed
688,788,2024-11-18,251.31,Completed
689,789,2024-11-19,342.3,Pending
690,790,2024-11-20,257.5,Pending
691,791,2024-11-21,168.25,Completed
692,792,2024-11-22,-41.08,Cancelled
693,793,2024-11-23,364.35,Pending
694,794,2024-11-24,359.7,Completed
695,795,2024-11-25,175.8,Completed
696,796,2024-11-26,64.31,Completed
697,797,2024-11-27,491.6,Pending
698,798,2024-11-28,183.5,Pending
699,799,2024-11-29,368.57,Completed
700,800,2024-11-30,306.99,Completed
701,801,2024-12-01,191.64,Completed
702,802,2024-12-02,393.0,Completed
703,803,2024-12-03,375.5,Completed
704,804,2024-12-04,347.27,Completed
705,805,2024-12-05,120.08,Completed
706,806,2024-12-06,434.93,Completed
707,807,2024-12-07,240.83,Completed
708,808,2024-12-08,-10.16,Cancelled
709,809,2024-12-09,216.36,Completed
710,810,2024-12-10,402.53,Completed
711,811,2024-12-11,358.23,Completed
712,812,2024-12-12,326.06,Completed
713,813,2024-12-13,290.59,Completed
714,814,2024-12-14,157.45,Pending
715,815,2024-12-15,375.95,Completed
716,816,2024-12-16,160.21,Completed
717,817,2024-12-17,290.75,Completed
718,818,2024-12-18,172.29,Completed
719,819,2024-12-19,36.53,Completed
720,820,2024-12-20,164.35,Completed
721,821,2024-12-21,-28.52,Cancelled
722,822,2024-12-22,64.83,Pending
